"query","frequency","source","intent","cluster","subcluster","closeness_to_fotolovi","competition_notes","serp_notes","interesting_findings"
"с бракосочетанием картинки","3847","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: фото гостей на свадьбе","adjacent","","","real Wordstat expansion from seed: фото гостей на свадьбе"
"с праздником вас","19161","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"самая интересная новость дня","1849","Arsenkin Wordstat Russia right column","informational","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"самые важные новости","11828","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"самые честные новости","2983","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"свадебная вечеринка","1367","Arsenkin Wordstat Russia right column","adjacent","EVENT","Правая; seed: развлечения для гостей на свадьбе","adjacent","","","real Wordstat expansion from seed: развлечения для гостей на свадьбе"
"сделаем вместе мир возможностей","397","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: что делать гостям на свадьбе","adjacent","","","real Wordstat expansion from seed: что делать гостям на свадьбе"
"сегодня есть какой нибудь праздник","1579","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: современные свадьбы","adjacent","","","real Wordstat expansion from seed: современные свадьбы"
"семинар это","7772","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"сми это","24710","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"современность","159211","Arsenkin Wordstat Russia right column","informational","ADJACENT","Правая; seed: современные свадьбы","adjacent","","","real Wordstat expansion from seed: современные свадьбы"
"сфера услуг","163553","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"такие разные праздники","13546","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"тамада","113286","Arsenkin Wordstat Russia right column","host","HOST","Правая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"телеведущий","283041","Arsenkin Wordstat Russia right column","host","HOST","Правая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"традиции и современность","6221","Arsenkin Wordstat Russia right column","informational","ADJACENT","Правая; seed: современные свадьбы","adjacent","","","real Wordstat expansion from seed: современные свадьбы"
"услуги организации праздников и мероприятий","6841","Arsenkin Wordstat Russia right column","adjacent","EVENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"услуги по организации праздников","43895","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"фестиваль это","29273","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"фильмы основанные на реальных событиях","65303","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"церемония","202650","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"что за праздник","499717","Arsenkin Wordstat Russia right column","informational","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"что приготовить на праздничный ужин","1058","Arsenkin Wordstat Russia right column","informational","ADJACENT","Правая; seed: чем удивить гостей на свадьбе","adjacent","","","real Wordstat expansion from seed: чем удивить гостей на свадьбе"
